LY86_Treated_Sample1 LY86_Treated_Sample2 LY86_Treated_Sample3 LY86_Treated_Sample4 LY86_Treated_SampleComb
ADAM33 0.59281572 0.224792543 0.389716863 0.604455712 0.452945209
ADAM5 0.190930687 0.096191788 0.170192369 0.096191788 0.138376658
ADAM8 1.392309885 1.027679495 0.991305011 0.891823403 1.075779448
ADAM9 -0.225130179 -0.418045181 -0.376794035 -0.102415577 -0.280596243
ADAMTS1 0.206341517 0.255629658 0.148427747 0.00971943 0.155029588
ADAMTS10 -0.037704542 -0.432545358 -0.77365813 -0.283503509 -0.381852885
ADAMTS12 -0.096791767 -0.514763785 -0.492346319 0.365853814 -0.184512014
ADAMTS13 0.339464319 0.911988707 -0.05968257 -0.229607572 0.240540721
ADAMTS14 0.833206279 0.655838633 0.232748861 0.878613377 0.650101787
ADAMTS15 0.42014343 0.459154624 1.456673635 1.285506537 0.905369556
ADAMTS17 -0.162048113 0.175093295 -0.14452464 0.357296626 0.056454292
ADAMTS18 0.007383619 -0.224218342 -0.126607545 -0.140154077 -0.120899086
ADAMTS19 0.095555462 0.374746413 0.428384376 0.307632217 0.301579617
ADAMTS2 1.101088131 0.438212961 0.584728868 1.323516211 0.861886543
ADAMTS20 -0.64913366 -0.99622156 -0.989479982 -0.920532628 -0.888841957
ADAMTS3 0.271707022 -0.052875008 -0.150485804 0.076022726 0.036092234
ADAMTS4 0.368402296 0.138706404 -0.508133361 -0.129159684 -0.032546087
ADAMTS5 0.538685069 0.186098053 0.882036379 0.601135553 0.551988764
ADAMTS6 0.071390338 0.002308069 -0.341646332 0.167367315 -0.025145152
ADAMTS7 0.324615724 -0.337006668 -0.154142611 0.381317929 0.053696093
ADAMTS8 -0.13892655 -0.33194573 -0.168446998 -0.33194573 -0.242816252
ADAMTS9 0.300726445 -0.416447845 -0.33552785 0.165428676 -0.071455143
ADAMTSL1 0.410889515 0.689187416 0.821724686 1.265863305 0.796916231
ADAMTSL2 0.098224602 0.049677906 -0.775824363 -0.623456076 -0.312844483
ADAMTSL3 0.024337356 0.202142967 -0.065337344 0.224169273 0.096328063
ADAMTSL4 0.338219356 0.640835485 -0.424558933 -0.034459335 0.130009143
ADAMTSL5 0.378481984 0.697342619 0.045462569 0.523454404 0.411185394
ADAP1 1.34170753 1.234877847 0.704777281 1.428221736 1.177396098
ADAP2 0.892724969 0.782940722 -0.364785906 0.842274861 0.538288662
ADAR 0.567222723 0.56173656 -0.137912552 0.333199756 0.331061622
ADARB1 -0.070589751 -0.246551794 -0.783420007 -0.275365492 -0.343981761
ADAT1 -0.163823288 -0.065471679 -0.419264272 -0.206621561 -0.2137952
ADAT2 -0.063803978 0.050335843 0.135952625 -0.208783513 -0.021574756
ADAT3 0.754247203 -0.074554926 0.15492692 0.030097227 0.216179106
ADCK1 -0.017888323 0.167385199 -0.111887746 -0.153707922 -0.029024698
ADCK2 0.014591261 0.364963365 -0.223164277 0.059479173 0.05396738
ADCK5 0.494952178 -0.247024644 -0.136856626 -0.315490311 -0.051104851
ADCY2 -0.147665137 0.102887041 0.05513391 0.267583528 0.069484835
ADCY3 -0.144732858 -0.145972055 -0.591784824 -0.364845706 -0.311833861
ADCY4 0.518928657 -0.180261375 -0.168719753 0.811021408 0.245242234
ADCY5 -0.130924513 -0.152333138 -0.131116652 -0.195725734 -0.152525009
ADCY6 -0.235963663 -0.218837754 -0.589309701 -0.204482461 -0.312148395
ADCY7 0.208241514 0.221315258 -0.501682319 0.276656094 0.051132637
ADCY9 0.166803807 0.399727605 -0.759983584 0.098786848 -0.023666331
ADCYAP1R1 -0.108513199 -0.478443233 -0.133913709 -0.126457904 -0.211832011
ADD1 0.194479172 0.10451629 -0.168203304 0.001283893 0.033019013
ADD2 -0.109666583 0.209052775 0.165660179 0.086433488 0.087869965
ADD3 -0.011516335 -0.24048406 0.144336174 0.214749872 0.026771413
ADGB -0.188047754 0.091128381 -0.627554586 -0.17950203 -0.225993997
ADGRA2 -0.040499447 -0.392962953 -0.3862683 -0.49549737 -0.328807018
ADGRA3 -0.230346177 -0.090071364 -0.75556922 -0.698970989 -0.443739437
ADGRB2 0.26670009 -0.056592578 -0.042786779 0.287361823 0.113670639
ADGRD1 0.874237749 0.852979629 1.089702758 1.629717852 1.111659497
ADGRE1 1.434193152 1.312853036 0.735358827 1.754618986 1.309256
ADGRE4P 0.45680193 0.699856453 0.117613454 0.56289724 0.45929227
ADGRE5 0.216618533 0.203535838 -0.317816684 0.248271505 0.087652298
ADGRF2 0.722250737 -0.083304682 -0.137752466 -0.030837262 0.117589082
ADGRF4 1.524470641 -0.264897323 -0.632268388 -0.632268388 -0.001240865
ADGRF5 0.161782401 -0.388379843 -0.605042275 0.927749297 0.024027395
ADGRG1 -0.113325014 -0.517716079 -0.394309456 -0.223217606 -0.312142039
ADGRG2 0.331615674 0.296102845 0.154441696 0.243250963 0.256352794
ADGRG3 0.607570617 -0.348822784 -0.330788861 -0.553181283 -0.156305578
ADGRG5 1.109509447 0.703823901 0.017932492 0.408114802 0.559845161
ADGRG6 0.590785861 0.428232848 -0.082563634 0.252505561 0.297240159
ADGRL1 0.250842417 0.124942304 -0.913619997 -0.705978531 -0.310953452
ADGRL2 -0.066441921 -0.065232855 -0.473263108 -0.167021771 -0.192989914
ADGRL3 0.147998751 -0.411792057 -0.630626658 -0.096290231 -0.247677549
ADGRL4 -0.011072969 -0.782593781 -0.234215049 0.916282039 -0.02789994
ADGRV1 0.019072441 -0.082272993 -0.179883789 0.046624741 -0.0491149
ADH5 -0.185336822 -0.050618345 -0.107018985 -0.178390281 -0.130341108
ADH6 1.001573053 -0.187125324 -0.742941479 -0.742941479 -0.167858807
ADH7 0.649379586 0.290894508 1.107182555 -0.013498927 0.508489431
ADHFE1 -0.186648317 0.142863022 -0.279387246 -0.033714468 -0.089221753
ADI1 -0.193677551 -0.010796742 0.084634908 0.074483882 -0.011338876
ADIG 0.038183619 -0.409467692 0.096423238 -0.409467692 -0.171082131
ADIPOQ 0.48878362 0.487346598 -0.642777395 -0.274493665 0.014714789
ADIPOR1 0.045880347 -0.006678911 -0.030846497 -0.032382505 -0.006006892
ADIPOR2 -0.022386971 -0.014603361 -0.403869706 -0.213810995 -0.163667758
ADK -0.483925039 -0.442682876 -0.396525791 -0.302671552 -0.406451314
ADM 0.113465576 -0.059154149 -0.050347131 0.09417343 0.024534431
ADM2 0.218403359 -0.067225196 0.022571474 0.344499569 0.129562302
ADNP 0.06289082 -0.224654869 -0.747644333 0.003193435 -0.226553737
ADNP2 0.193849357 0.138687728 -0.039193997 0.007058425 0.075100378
ADO -0.000397722 0.119022067 0.062667217 0.056709762 0.059500331
ADORA2A 0.649825009 0.233508252 0.480422993 0.032595559 0.349087953
ADORA2B 1.16587941 -0.171271255 1.240706444 0.534800331 0.692528732
ADORA3 0.718078257 0.543141718 0.799662817 0.487493689 0.63709412
ADPGK -0.036300141 -0.179157359 -0.289452231 -0.135547101 -0.160114208
ADPRH -0.133565341 -0.100055452 -0.027350046 -0.044189108 -0.076289987
ADPRHL1 -0.229526117 0.004491121 -0.433950983 -0.531561779 -0.297636939
ADPRM 0.024762716 0.082559587 -0.209765499 0.05519218 -0.011812754
ADPRS 0.185393297 0.011858394 -0.257341169 -0.665507717 -0.181399299
ADRA2A 0.262041194 -0.201069603 0.195158046 0.510254107 0.191595936
ADRB1 0.121293025 0.291125407 -0.152481245 0.413115931 0.16826328
ADRB2 0.913419014 0.503864194 0.557106216 0.577864776 0.63806355
ADRB3 0.596546432 -0.090052731 0.068936793 0.093811461 0.167310489
ADRM1 -0.000209257 -0.001142698 -0.298793922 -0.628342394 -0.232122068
ADSL -0.225284705 -0.341609658 -0.189738114 -0.313117886 -0.267437591
ADSS2 -0.108545753 -0.078727098 0.104301491 0.119870294 0.009224734
ADSS1 0.433725966 0.054693717 0.070618502 -0.124506638 0.108632887
ADTRP 1.876573236 0.205944117 -0.490049696 -0.490049696 0.27560449
AEBP1 -0.17018644 -0.032034053 -0.324002119 -0.082827063 -0.152262419
AEBP2 -0.162829506 -0.073240939 -0.102839751 -0.186462132 -0.131343082
AEN -0.281136369 -0.000237959 -0.680397197 -0.771733463 -0.433376247
AFAP1 0.087240242 0.027513838 -0.439168312 -0.168909579 -0.123330953
AFAP1L1 -0.030021822 -0.47027715 -0.396654287 0.042406442 -0.213636704
AFAP1L2 0.382842802 -0.672969644 -0.027319216 0.083104773 -0.058585321
AFDN -0.17900474 -0.605112011 -0.633974403 -0.483417011 -0.475377041
AFF1 0.397518222 0.207344531 -0.391678964 0.149254796 0.090609646
AFF3 -0.185097927 0.206920414 -0.49666482 -0.056418711 -0.132815261
AFF4 -0.091869283 0.094543954 -0.676240208 -0.051148462 -0.1811785
AFG1L 0.070599024 0.403279256 -0.117404451 0.278524225 0.158749513
AFG3L1P -0.044996933 0.25032337 -0.248583948 0.241839485 0.049645493
AFG3L2 -0.036410244 -0.021850685 -0.361991861 -0.116855196 -0.134276996
AFMID -0.008339585 0.205363298 -0.113119847 -0.051770506 0.00803334
AFP -0.101408441 0.300166078 0.095346286 0.131566474 0.106417599
AFTPH 0.186906352 0.203676438 0.006139206 0.252084541 0.162201634
AGA 0.095342226 0.380426158 0.163818522 0.016361328 0.163987058
AGAP1 -0.067407324 0.034186034 -0.276341919 -0.202559724 -0.128030733
AGAP2 0.498182171 0.433098007 -0.522507874 0.010526835 0.104824785
AGAP3 -0.175545463 -0.137406078 -0.480809422 -0.48992889 -0.320922463
AGBL2 -0.0905466 0.125671912 0.2529071 0.352442773 0.160118796
AGBL3 -0.159926799 0.11498622 -0.575286139 0.056883265 -0.140835863
AGBL5 -0.06581136 0.053685517 -0.292168417 0.021695403 -0.070649714
AGER -0.027541038 -0.061081578 -0.683817421 -0.601355261 -0.343448824
AGFG1 0.137471965 0.093078118 0.00782908 0.158442654 0.099205454
AGFG2 -0.158181027 0.014957714 -0.129506786 -0.302371864 -0.14377549
AGGF1 -0.092880874 0.033843208 -0.091521665 0.002458969 -0.037025091
AGK -0.023663401 -0.024019294 -0.253716516 -0.218033068 -0.12985807
AGL 0.222334772 0.261243953 -0.250696084 0.089842293 0.080681234
AGMO -0.027021648 0.25889412 0.813754589 0.466621154 0.378062054
AGO1 0.178652858 -0.124932461 -0.508316759 -0.251977005 -0.176643342
AGO2 -0.130739528 0.316255246 -0.699136332 -0.009684716 -0.130826332
AGO3 -0.271399771 -0.141736912 -0.846462169 0.484999188 -0.193649916
AGO4 0.41125442 0.012842159 -0.061636057 0.299872046 0.165583142
AGPAT1 -0.120628914 -0.077885196 -0.176413401 -0.107442351 -0.120592466
AGPAT2 0.108746182 -0.485747365 -0.254854346 -0.204342641 -0.209049543
AGPAT3 0.067319114 0.036558059 -0.775894731 -0.711597874 -0.345903858
AGPAT4 0.158837053 -0.547111864 0.258998461 -0.023423704 -0.038175013
AGPAT5 -0.293780098 -0.341021135 -0.02451652 -0.097697155 -0.189253727
AGPS -0.065135474 -0.01059414 -0.456725105 -0.043964946 -0.144104916
AGRN 0.002604696 -0.20315125 -0.361142259 -0.269104745 -0.207698389
AGRP 0.307041549 -0.370410182 -0.083529034 -0.060070061 -0.051741932
AGT 0.24531631 -0.057100618 0.066319517 -0.009572248 0.06124074
AGTPBP1 -0.005699974 -0.281683015 0.162354356 0.022561161 -0.025616868
AGTR1 0.618663839 0.481805851 0.561113717 0.889736464 0.637829968
AGTR2 0.193093417 0.520836027 0.727286904 0.94279294 0.596002322
AGTRAP 0.374207059 0.576448995 -0.012646956 0.192634682 0.282660945
AHCTF1 -0.312382622 -0.577806645 -0.095218838 -0.350506451 -0.333978639
AHCY -0.29374992 -0.619028904 -0.307496797 -0.290237769 -0.377628348
AHCYL1 -0.010712141 0.119835824 -0.227691203 0.090949254 -0.006904567
AHCYL2 -0.091349323 -0.017601878 -0.229488147 -0.140401007 -0.119710089
AHDC1 0.03493631 -0.231467002 -0.613482247 -0.467711107 -0.319431012
AHI1 0.000869635 0.283011368 0.378013824 0.236816545 0.224677843
AHNAK 1.368355102 1.046212232 0.467650341 1.011149511 0.973341797
AHNAK2 0.695934467 0.970441811 -0.100122611 0.481976992 0.512057665
AHR 0.578479841 -0.301014976 0.298708903 0.406857707 0.245757869
AHRR -0.104512091 -0.249197651 -0.538704268 -0.333589838 -0.306500962
AHSA1 -0.216046692 -0.213759406 -0.189867044 -0.059904936 -0.169894519
AHSA2P -0.161284511 -0.156267538 0.430927373 0.111715366 0.056272673
AHSG -0.178237105 -0.116073038 -0.12936986 -0.240401173 -0.166020294
AIDA 0.396829096 0.292161363 0.179468608 0.535452867 0.350977983
AIF1 1.414623971 1.197194289 0.663659075 1.133675445 1.102288195
AIF1L -0.290753136 -0.317658237 -0.640304507 -0.622456506 -0.467793096
AIFM1 -0.184473499 0.028707196 -0.128453912 0.009112244 -0.068776993
AIFM2 -0.003427263 0.125840951 -0.300973716 -0.089153459 -0.066928372
AIFM3 0.284750547 -0.216798685 0.04623572 -0.132734421 -0.00463671
AIG1 0.238490966 0.459085111 -0.115642675 0.112454095 0.173596874
AIM2 1.248466658 1.297929867 0.999406376 1.373801891 1.229901198
AIMP1 0.020095971 -0.114510254 0.177535446 0.076226039 0.039836801
AIMP2 -0.017003797 -0.317696126 0.058094793 0.052125306 -0.056119956
AIP -0.085248376 -0.008569545 -0.235452394 -0.584931969 -0.228550571
AIPL1 -0.074804906 0.051026474 0.051026474 -0.019362853 0.001971297
AIRE 0.286501448 0.814175685 0.133850536 0.169734704 0.351065593
AIRN 0.226208529 -0.293473358 -0.701780512 -0.003703931 -0.193187318
AJM1 0.07875354 0.086306987 0.13994495 -0.112597082 0.048102099
AJUBA 0.153435484 -0.394244775 -0.190767214 -0.012472822 -0.111012332
AK1 0.657284845 0.610071735 0.387141296 0.010511858 0.416252434
AK2 -0.051101398 -0.020939624 -0.32508237 -0.193658599 -0.147695497
AK3 -0.07822084 0.18929677 -0.049307597 0.29992246 0.090422698
AK4 0.378019899 -0.567605766 -0.14959778 -0.081079894 -0.105065885
AK5 -0.077633855 -0.079509922 -0.295238613 -0.227067111 -0.169862375
AK6 -0.19382106 -0.231980669 0.150341046 -0.070601219 -0.086515476
AK7 0.010572867 -0.07589149 0.191804293 0.132425746 0.064727854
AK8 0.149989428 0.201669714 0.086805757 0.11834133 0.139201557
AKAP1 -0.195899302 -0.286910332 -0.532058668 -0.570997816 -0.396466529
AKAP10 0.039144681 0.237329236 -0.247715345 0.07835363 0.026778051
AKAP11 -0.172454518 0.032275334 -0.095188013 -0.022779518 -0.064536679
AKAP12 -0.166587849 -0.175296011 -0.702392017 -0.083310138 -0.281896504
AKAP13 0.572279743 0.356808697 -0.588420501 0.213887086 0.138638756
AKAP5 -0.119709425 -0.268986218 -0.20597642 -0.145603802 -0.185068966
AKAP6 0.132795726 0.103073213 -0.034430311 -0.098970563 0.025617016
AKAP7 -0.313964623 -0.082438345 -0.364162367 -0.162008344 -0.23064342
AKAP8 -0.147550771 -0.181666848 -0.399879872 -0.070778636 -0.199969032
AKAP8L 0.267119886 0.112494793 -0.447447772 -0.198721203 -0.066638574
AKAP9 -0.150981623 -0.120826148 -0.419065257 0.047035403 -0.160959406
AKIP1 0.011167994 0.023096706 0.052709356 0.161040143 0.06200355
AKIRIN1 0.072038975 -0.012250983 0.060151475 0.086593828 0.051633324
AKIRIN2 -0.068561713 -0.12060988 0.314381679 0.290842292 0.104013094
AKNA 0.701425518 0.306529773 -0.285266919 0.245247798 0.241984042
AKR1A1 0.112557586 0.188723683 0.054455822 -0.097130774 0.064651579
AKR1B10 0.06743329 0.534335616 0.006302277 0.19412167 0.200548213
AKR1B1 -0.134296554 -0.120162922 0.017455852 -0.072192247 -0.077298968
AKR1C4 -0.006121824 0.324690654 0.69134769 -0.117198065 0.223179614
AKR1C3 1.059431849 1.268562549 0.887472382 1.438487551 1.163488583
AKR1E2 -0.32273361 0.432601747 0.201198085 0.166329775 0.119348999
AKT1 -0.17973198 -0.082244808 -0.4707138 -0.425705596 -0.289599046
AKT1S1 -0.003649033 0.011064483 -0.271440543 -0.577799078 -0.210456043
AKT2 -0.089246128 -0.01185265 -0.340396008 -0.231175869 -0.168167664
AKT3 0.30578462 0.267595374 -0.027115085 0.509423419 0.263922082
AKTIP 0.125650148 0.085772587 0.19669211 0.209491417 0.154401566
ALAD 0.09539914 -0.177755651 0.010375798 -0.182491626 -0.063618085
ALAS1 0.180672531 0.340667089 -0.064884011 0.192962253 0.162354465
ALAS2 -0.405269827 -0.752052902 -0.719872496 -0.864820832 -0.685504014
ALCAM 0.284623389 0.187713343 -0.243954831 -0.181219076 0.011790706
ALDH16A1 0.163360839 0.005602463 0.335542065 0.309511854 0.203504305
ALDH18A1 -0.176383604 -0.294816811 -0.20986593 -0.358010637 -0.259769245
ALDH1A1 1.07569989 0.818005877 1.135035173 1.751279763 1.195005176
ALDH1A2 1.454741506 0.521304721 2.078116182 0.660707778 1.178717547
ALDH1A3 0.420543001 0.160706304 0.422313006 0.076984479 0.270136698
ALDH1B1 0.279015232 0.782920822 -0.106218588 -0.14077581 0.203735414
ALDH1L1 0.114979859 0.894703429 -0.358995989 -0.20557571 0.111277898
ALDH1L2 0.556483946 -0.763614015 -0.313234135 0.065017566 -0.11383666
ALDH2 -0.148836967 0.093064229 -0.477750067 -0.67939289 -0.303228924
ALDH3A1 0.671605544 -0.445391111 -0.529455375 -0.128917446 -0.108039597
ALDH3A2 0.24218325 0.276881088 -0.320111856 -0.144334987 0.013654374
ALDH3B1 0.136083328 0.224841686 0.084555379 0.040874119 0.121588628
ALDH3B2 2.147456397 -0.366256932 -0.882272079 -0.882272079 0.004163827
ALDH4A1 -0.00390501 0.044731824 -0.418150724 -0.31123552 -0.172139858
ALDH5A1 -0.19572093 -0.079811314 -0.275839032 -0.348770554 -0.225035458
ALDH6A1 0.007880345 0.068291535 -0.434095497 -0.104866493 -0.115697527
ALDH7A1 0.049323093 0.170122471 -0.209859479 -0.067825898 -0.014559953
ALDH9A1 -0.096171366 -0.341650488 -0.239854566 -0.134936609 -0.203153257
ALDOA -0.064531967 0.295685854 0.194791322 -0.130185736 0.073939868
ALDOC 0.046277428 0.225097232 -0.182114135 -0.448420569 -0.089790011
ALG1 0.074344442 -0.094367467 -0.25948942 -0.18400468 -0.115879282
ALG10B -0.1541587 -0.264672464 -0.317998089 -0.082139369 -0.204742155
ALG11 -0.159409105 -0.417606007 -0.501568318 -0.395682691 -0.36856653
ALG12 -0.05620287 -0.0636918 -0.390107286 0.00541684 -0.126146279
ALG13 -0.042369041 -0.482374899 0.009333123 -0.024724752 -0.135033892
ALG14 -0.113417763 0.164774117 -0.118435949 0.329694785 0.065653798
ALG2 -0.119703473 0.013594026 -0.10575727 -0.207280568 -0.104786821
ALG3 0.033148617 -0.060115057 -0.1341413 -0.175795439 -0.084225795
ALG5 -0.071550805 -0.187616156 -0.12857758 -0.137137711 -0.131220563
ALG6 -0.085302951 -0.349126254 0.021403312 0.027219857 -0.096451509
ALG8 -0.29978056 -0.284021348 0.100080117 -0.124380091 -0.152025471
ALG9 -0.130387828 -0.220093418 0.151226923 -0.160980324 -0.090058662
ALKBH1 -0.200555923 -0.221298636 -0.530337801 -0.499999638 -0.363047999
ALKBH2 0.204651115 -0.104999811 0.127274643 0.036284845 0.065802698
ALKBH3 -0.1449444 0.008866579 -0.101488107 -0.341222491 -0.144697105
ALKBH4 0.207071035 0.363693979 -0.221268522 0.03910022 0.097149178
ALKBH5 -0.006845066 -0.000329325 -0.186936209 -0.017065862 -0.052794115
ALKBH6 -0.231640191 -0.088526791 -0.153332411 -0.122592007 -0.14902285
ALKBH7 -0.218104093 0.229785157 -0.134459152 -0.402180173 -0.131239565
ALKBH8 -0.519156147 -0.25139235 -0.36807533 -0.289247713 -0.356967885
ALMS1 -0.125259872 -0.195494629 -0.662137163 -0.113603449 -0.274123778
ALOX12 0.806963072 0.190797457 0.132694503 -0.186765337 0.235922424
ALOX12B 0.748871187 -0.331266229 -0.331266229 -0.220234916 -0.033474047
ALOX15 0.557653389 0.339229877 1.685880401 1.144038117 0.931700446
ALOX5 0.906332745 0.673752135 0.623933014 0.418981041 0.655749734
ALOX5AP 1.294843399 1.052740183 1.720947394 1.36144203 1.357493251
ALOX15B 1.2056919 0.390682559 -0.568675457 -0.334878272 0.173205182
ALOXE3 0.482800175 -0.508050506 0.302471695 -0.519191064 -0.060492425
ALPK1 0.24384043 0.846270049 -0.504767634 0.01759524 0.150734522
ALPK2 -0.011776353 -0.233840098 -0.122331782 -0.183214024 -0.137790564
ALPK3 0.246260578 0.206191449 -0.212412665 -0.089264434 0.037693732
ALPL -0.216161803 -0.316413352 -0.282351516 -0.08910544 -0.226008028
ALS2 -0.116911701 -0.071981595 -0.533257016 -0.202005858 -0.231039043
ALS2CL 0.454921375 0.740063876 -0.892616126 -0.472480759 -0.042527909
ALX1 -0.013876934 -0.278870057 0.300793071 -0.12397206 -0.028981495
ALX3 0.248819977 0.014119371 -0.237943917 -0.291383176 -0.066596936
ALYREF -0.474860164 -0.316956829 -0.435197591 -0.807210746 -0.508556333
AMACR -0.344497885 -0.297221595 -0.010522543 0.030372346 -0.155467419
AMBRA1 0.109068094 0.19750549 -0.605512428 -0.374644359 -0.168395801
AMD1 -0.043825892 -0.072336202 -0.11659697 0.021192264 -0.0528917
AMDHD1 0.160619576 0.707608917 -0.186978843 -0.335077482 0.086543042
AMDHD2 0.057614068 0.449968259 -0.06858521 -0.357433663 0.020390864
AMER1 0.277114214 0.200341584 -0.532771684 0.223302733 0.041996712
AMFR -0.065894342 0.153480443 0.005839243 -0.148181606 -0.013689066
AMH 0.459517249 0.02014124 -0.21772259 -0.125464082 0.034117954
AMHR2 -0.154702961 -0.058948827 0.190771226 -0.15281575 -0.043924078
AMIGO1 0.92765744 0.207356923 0.454794473 0.179160031 0.442242217
AMIGO2 0.075339809 0.184272027 -0.170392855 -0.112445506 -0.005806631
AMIGO3 -0.061038317 -0.098632065 -0.743601875 -0.546091042 -0.362340825
AMMECR1 0.556611202 -0.153092574 -0.111869912 0.084896702 0.094136354
AMMECR1L 0.083157188 0.174640016 -0.408475953 0.194458576 0.010944957
AMN -0.163482647 0.146633569 0.484074663 0.035212286 0.125609468
AMN1 -0.250454099 0.015275017 0.166253105 0.433383171 0.091114298
AMOT -0.078622019 0.161028473 -0.591418108 0.00744521 -0.125391611
AMOTL1 -0.062428926 -0.207668656 -0.835078027 -0.499665362 -0.401210242
AMOTL2 -0.104080825 -0.18894831 -0.425287849 -0.52009101 -0.309601999
AMPD1 0.636164282 0.886965369 -0.623996551 -0.623996551 0.068784137
AMPD2 0.134514791 -0.263262965 -0.244033157 -0.389101857 -0.190470797
AMPD3 0.801990624 0.747021158 0.627053301 1.020859206 0.799231072
AMT -0.053092642 -0.246813389 -0.761386562 -0.573623706 -0.408729075
AMTN 1.66839582 -0.191770777 -0.191770777 -0.191770777 0.273270872
AMZ1 0.631060981 0.045311466 0.165432912 0.079459688 0.230316262
AMZ2 -0.04014396 -0.089979542 0.137048748 0.057059074 0.01599608
ANAPC1 -0.113405114 -0.295700766 -0.664339227 -0.294974272 -0.342104845
ANAPC10 -0.514772157 -0.395949831 0.778324571 -0.359178953 -0.122894093
ANAPC11 0.010213055 0.004939847 0.284281915 0.057844167 0.089319746
ANAPC13 -0.040451778 0.326063745 0.100630991 0.075899628 0.115535647
ANAPC15 -0.242684875 -0.201120125 0.075860564 -0.138448796 -0.126598308
ANAPC16 -0.172305853 -0.25128702 -0.403252405 -0.516155231 -0.335750127
ANAPC2 0.191164379 0.192777525 -0.164436288 -0.095173626 0.031082997
ANAPC4 -0.181143413 -0.425810463 0.078032148 0.223048334 -0.076468349
ANAPC5 -0.12093568 -0.182361135 -0.068033161 -0.134713061 -0.126510759
ANAPC7 -0.037198677 -0.062845676 -0.174971219 -0.119537388 -0.09863824
ANG 1.044709763 0.913788042 1.013504834 0.697270347 0.917318246
